region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
0,0,40.81,5.25,28.75,189.62,57.02,8.36,3,1,35.38,93.77,5159.29,32.21,70.93,0.65,2,0,1,0,10,1,2,0,2
0,2,40.24,6.95,20.53,90.48,62.49,6.81,1,0,48.54,139.01,1996.76,31.21,89.28,0.18,3,0,1,0,10,0,2,0,3
4,3,23.74,6.99,18.06,96.31,60.14,8.66,2,2,14.16,98.77,4264.82,34.25,77.9,0.69,1,1,1,2,20,3,0,0,0
0,3,43.42,6.52,30.59,95.45,52.48,9.29,3,0,36.45,116.21,2135.57,33.96,70.5,0.86,2,0,1,0,10,3,2,0,0
2,2,0.0,6.76,16.57,222.78,44.79,8.3,0,2,23.89,125.19,4252.96,25.91,87.54,0.72,2,1,1,2,30,3,0,0,0
2,1,33.96,5.85,23.23,295.52,53.85,5.3,3,0,46.09,142.12,2442.05,11.67,82.06,0.8,2,1,1,0,20,1,2,0,0
4,1,40.17,6.48,27.82,63.22,45.88,8.31,0,1,9.55,95.44,4196.49,27.46,74.0,0.64,0,1,1,0,10,3,2,0,2
4,2,47.96,6.0,14.68,186.29,50.75,10.14,0,1,8.38,134.72,2104.75,20.25,86.9,0.34,1,1,1,1,10,2,0,0,0
2,3,24.91,5.99,16.21,67.37,76.5,9.86,2,1,17.81,139.65,5401.87,17.57,78.87,0.85,1,1,1,2,20,1,0,0,2
1,3,27.91,6.27,29.13,60.55,72.21,5.56,2,1,14.03,93.9,6103.95,27.42,85.82,0.31,3,0,1,2,20,0,2,0,2
0,4,14.27,5.62,22.33,232.3,65.27,6.65,0,2,9.1,115.61,5076.12,31.81,71.63,0.37,0,1,1,2,30,1,2,0,0
3,3,38.79,6.23,19.5,82.26,82.24,3.22,3,0,44.81,118.8,4836.89,15.21,84.6,0.53,2,0,1,0,10,3,0,0,2
2,1,14.23,5.34,34.54,250.97,52.78,6.05,2,1,8.69,130.98,2001.41,34.57,83.42,0.6,1,1,2,2,30,1,1,0,0
4,1,15.68,6.87,19.78,175.8,83.19,5.92,3,2,8.44,101.92,3819.05,17.58,78.22,0.44,2,1,1,2,30,2,0,0,0
4,4,16.68,6.74,37.09,156.03,78.49,4.99,2,1,16.94,124.2,3502.35,35.01,88.53,0.49,0,1,2,2,30,2,1,0,0
0,2,12.16,6.49,27.75,163.85,45.23,4.37,0,0,42.31,113.63,2858.1,15.06,82.98,0.87,3,1,1,2,30,0,2,0,0
4,3,20.36,7.07,29.81,278.47,77.26,5.49,0,2,46.7,124.41,2532.29,11.61,71.63,0.55,0,1,1,2,20,3,2,0,0
4,2,39.68,6.74,21.62,187.18,42.43,7.61,2,2,26.89,89.77,3309.96,11.87,73.41,0.46,0,0,1,0,10,2,2,0,0
2,0,31.27,6.39,17.01,239.94,39.19,10.9,2,2,13.27,122.37,3703.18,32.39,72.91,0.47,3,1,1,0,20,0,0,0,0
3,3,41.98,7.25,31.87,253.06,80.04,7.78,2,1,4.38,104.36,5757.4,19.83,71.12,0.88,1,0,1,0,10,3,2,0,1
1,1,49.59,7.32,19.23,168.77,69.07,8.93,3,1,10.64,109.36,1953.11,31.86,89.53,0.85,3,0,1,1,10,0,0,0,0
0,3,43.73,6.34,29.04,112.28,57.82,7.8,3,0,35.39,113.92,2114.06,34.53,70.44,0.88,2,0,1,0,10,3,2,0,0
0,3,30.97,6.83,27.46,185.85,69.67,7.25,1,1,20.72,129.17,3456.24,23.52,70.64,0.64,3,0,1,0,20,0,2,0,0
0,3,14.12,6.72,22.57,204.36,80.12,5.97,3,2,19.97,103.75,5943.19,18.73,83.74,0.72,0,1,1,2,30,3,2,0,2
0,0,12.97,5.47,14.29,234.73,72.37,7.72,2,0,24.9,134.49,4422.36,13.97,89.87,0.61,2,1,1,2,30,1,0,0,0
4,4,36.3,6.24,21.84,192.08,81.69,4.26,0,2,35.31,114.49,5589.06,24.57,84.61,0.92,0,0,1,0,10,3,2,0,2
4,4,30.93,5.93,17.17,139.14,57.73,7.24,2,2,18.81,116.44,3638.92,17.59,75.28,0.44,2,0,1,0,20,1,0,0,0
1,0,25.34,7.17,31.92,161.22,42.95,9.3,0,2,35.46,105.78,2716.56,11.41,90.14,0.75,3,1,1,2,20,0,2,0,0
0,2,15.21,7.12,24.01,121.36,73.05,6.9,3,0,46.18,136.61,3426.41,21.34,85.25,0.79,0,1,1,2,30,3,2,0,0
1,4,38.16,6.87,31.09,152.68,53.48,7.58,3,1,20.41,109.52,3239.49,27.74,85.79,0.33,3,0,1,0,10,0,2,0,0
1,0,18.37,6.97,19.11,128.29,33.86,8.96,1,1,30.98,84.22,5710.26,29.94,71.53,0.88,2,1,1,2,30,3,0,0,2
0,1,26.07,7.06,31.2,226.7,78.88,6.32,2,2,21.26,144.11,5018.34,12.26,84.54,0.73,0,1,1,2,20,3,2,0,2
2,2,20.87,7.86,34.05,94.83,82.64,7.73,2,1,36.92,142.22,4851.27,24.91,71.27,0.55,1,1,2,2,20,3,1,0,0
2,1,44.16,6.14,24.37,118.73,73.92,7.24,0,2,29.12,119.3,4785.52,19.56,78.32,0.67,0,0,1,0,10,3,2,0,2
1,0,35.32,6.16,29.69,198.22,75.0,8.17,1,1,33.9,106.44,2401.47,13.04,77.23,0.39,3,1,1,0,10,0,2,0,0
2,2,24.65,6.67,31.99,77.0,52.16,6.7,2,0,10.3,100.34,5509.73,11.73,73.65,0.49,2,1,1,2,20,2,2,0,2
1,4,35.58,5.95,24.61,131.97,52.03,3.92,0,1,35.09,100.83,4776.59,11.26,85.91,0.5,2,0,1,0,10,1,2,0,2
2,2,13.02,6.75,19.11,211.21,52.02,6.7,0,2,14.88,111.08,4479.79,25.78,87.3,0.77,2,1,1,2,30,3,0,0,2
4,3,42.12,6.28,15.34,98.12,76.99,5.77,3,0,32.9,151.78,4389.95,16.87,77.36,0.31,2,0,1,0,10,2,0,0,0
0,3,24.79,6.61,24.99,235.51,68.34,7.8,0,1,48.97,93.65,2806.94,29.08,88.15,0.55,1,1,1,2,20,3,2,0,0
0,3,42.82,6.65,20.09,234.86,79.63,9.8,0,1,2.36,144.87,5223.54,18.72,72.82,0.75,2,0,1,0,10,3,2,0,2
4,4,15.8,7.26,20.7,64.22,60.47,4.18,1,1,9.49,140.68,3412.78,14.29,80.93,0.21,3,1,1,2,30,0,2,0,0
1,3,20.65,7.77,31.59,287.56,84.52,5.74,1,1,5.42,106.76,5090.96,14.92,80.64,0.85,2,1,1,2,20,3,2,0,2
3,3,17.76,7.15,20.91,203.63,62.76,10.56,2,0,16.1,108.58,5826.8,20.05,86.91,0.4,2,1,1,2,30,2,2,0,0
0,2,33.1,7.06,29.3,77.2,83.82,6.25,3,0,26.36,115.35,4739.75,21.34,77.27,0.65,1,0,1,0,20,3,2,0,2
1,2,28.76,6.37,17.25,203.31,49.07,10.04,1,1,54.93,151.45,3788.26,21.31,69.91,0.57,2,1,1,2,20,3,0,0,0
2,3,29.27,5.75,29.5,196.04,61.01,8.43,1,1,14.96,119.53,5871.15,11.32,70.58,0.84,0,1,1,2,20,1,2,0,2
3,4,16.63,7.88,24.59,192.19,72.3,8.92,2,0,23.77,128.29,5170.17,19.42,88.7,0.69,0,1,1,2,30,3,2,0,2
0,3,23.47,7.57,33.56,115.0,62.21,6.23,1,0,37.24,126.8,5588.39,17.56,89.94,0.68,3,1,2,2,20,0,2,0,2
1,2,32.68,6.02,30.89,284.06,35.94,3.98,3,0,36.58,106.71,4016.42,27.74,88.46,0.68,2,0,1,0,20,3,2,0,2
0,2,31.09,5.51,35.41,37.94,72.73,9.75,1,2,26.86,113.17,4974.32,23.45,76.72,0.37,0,1,2,0,20,1,1,1,0
1,2,14.75,6.91,12.49,72.11,47.26,5.15,2,0,32.49,93.38,4890.28,24.61,75.13,0.6,3,1,1,2,30,0,0,0,0
0,3,27.98,6.67,23.52,254.56,46.94,10.5,2,2,12.97,107.67,5451.99,21.45,70.27,0.56,0,1,1,2,20,3,2,0,2
2,0,36.5,6.51,28.76,181.99,57.48,7.77,3,0,13.31,134.06,3608.82,15.64,71.57,0.72,2,1,1,0,10,3,2,0,2
1,1,44.5,7.24,28.87,131.61,71.59,5.02,2,2,9.38,151.42,2547.63,33.83,88.65,0.42,0,0,1,0,10,2,2,0,0
0,2,17.51,6.8,26.3,297.22,49.24,7.44,2,1,21.24,140.65,4012.02,33.78,88.74,0.36,2,1,1,2,30,2,2,0,0
0,4,26.11,6.07,23.62,284.14,63.17,7.14,2,2,23.84,111.72,4013.63,25.23,76.18,0.61,2,1,1,2,20,3,2,0,0
3,1,10.81,7.15,15.86,262.83,65.57,5.38,0,2,17.23,120.21,2405.86,31.76,85.33,0.52,0,1,1,2,30,3,0,0,0
1,2,27.49,5.35,14.37,229.25,67.43,3.96,0,2,32.8,101.42,4361.62,30.49,71.95,0.57,0,0,1,2,20,1,0,0,0
4,0,35.95,6.67,27.08,134.59,38.59,5.88,0,2,21.26,133.53,5320.31,25.43,80.39,0.56,0,0,1,0,10,3,2,0,2
0,0,31.39,5.63,19.43,178.53,79.09,4.83,1,1,33.07,121.52,5172.74,12.6,81.07,0.27,2,1,1,0,20,1,0,0,0
2,3,40.9,5.38,15.74,259.51,90.69,4.35,1,0,23.79,89.66,5296.83,31.7,77.6,0.44,3,0,1,0,10,1,0,0,2
4,0,39.01,6.94,25.45,235.82,60.6,6.9,0,1,9.11,122.36,2198.6,28.72,83.99,0.74,1,0,1,0,10,3,2,0,0
2,4,31.13,7.59,19.28,243.63,63.12,9.41,3,0,10.95,118.57,2723.66,33.94,73.97,0.26,1,1,1,0,20,2,0,0,0
0,0,34.4,6.81,23.13,130.56,63.55,9.72,3,1,48.51,143.39,4020.93,11.14,80.43,0.68,3,1,1,0,20,0,2,0,2
1,4,24.34,6.32,24.64,245.37,80.25,6.68,0,1,5.73,114.0,2521.48,31.07,70.92,0.55,2,1,1,2,20,3,2,0,0
3,1,26.66,7.53,19.33,291.84,84.79,4.89,0,0,22.01,100.28,4329.75,9.94,79.62,0.85,0,1,1,2,20,3,0,0,2
3,1,39.95,7.4,17.31,58.02,58.95,7.78,1,2,6.39,126.28,3203.34,10.27,76.88,0.41,1,0,1,0,10,2,0,0,0
2,1,10.42,7.12,18.09,70.47,64.75,7.34,1,0,34.28,112.61,5380.13,16.33,83.88,0.26,1,1,1,2,30,2,0,0,0
4,3,11.59,7.7,28.7,165.77,77.67,5.28,2,2,25.48,97.75,4384.94,14.21,76.77,0.69,2,1,1,2,30,3,2,0,0
2,0,36.71,6.9,31.76,173.18,46.9,9.37,3,0,21.36,138.48,3512.12,15.52,71.69,0.69,2,1,1,0,10,3,2,0,0
2,4,45.17,6.02,33.95,88.74,58.69,4.77,3,1,48.91,116.31,3293.6,31.42,78.19,0.83,2,0,2,1,10,3,2,0,2
3,3,39.59,7.15,24.14,261.38,75.0,6.05,1,1,35.03,133.06,4803.68,24.07,73.75,0.85,3,0,1,0,10,0,2,0,2
3,1,17.22,7.49,22.79,97.28,67.31,5.55,2,1,31.57,98.75,2642.42,10.87,76.18,0.47,2,1,1,2,30,2,2,0,0
0,1,29.8,6.97,29.29,70.37,71.89,6.6,1,2,32.74,103.95,4907.32,34.05,81.82,0.35,0,1,1,2,20,2,2,0,0
0,3,32.95,6.06,21.76,198.18,50.0,7.56,2,0,17.5,122.63,4658.01,11.38,75.99,0.63,0,0,1,0,20,3,2,0,2
2,0,18.15,7.13,25.82,245.75,41.83,7.48,3,0,35.32,136.0,3443.22,25.28,83.36,0.74,1,1,1,2,30,3,2,0,0
3,4,17.86,7.21,20.93,70.44,83.03,9.85,1,1,25.92,122.74,3217.95,31.41,84.11,0.81,1,1,1,2,30,3,2,0,0
1,0,20.46,6.27,29.42,183.96,80.2,6.87,1,2,39.13,145.88,5867.66,23.71,74.89,0.71,0,1,1,2,20,3,2,0,2
4,0,17.11,6.82,34.62,79.1,44.75,7.46,2,1,25.75,144.76,3718.66,19.21,75.76,0.64,0,1,2,2,30,3,1,0,0
1,2,44.95,5.64,29.87,247.69,36.96,4.59,1,0,22.12,124.31,2527.08,33.59,77.29,0.79,1,0,1,0,10,1,2,0,0
0,3,36.9,6.8,32.7,273.72,40.63,4.82,1,2,10.61,112.67,4128.31,27.84,85.21,0.49,3,0,2,0,10,0,2,0,0
4,0,23.22,7.26,33.65,88.23,37.18,6.51,3,1,27.58,117.06,3828.86,28.35,75.69,0.85,3,1,2,2,20,0,2,0,2
2,2,22.96,6.48,33.85,294.03,39.15,5.94,0,1,12.75,89.04,5319.48,30.61,88.8,0.42,0,1,2,2,20,2,2,0,0
2,0,8.14,6.74,15.17,212.93,67.12,10.18,3,1,20.0,108.47,4895.7,30.35,71.47,0.86,3,1,1,2,30,0,0,0,2
2,2,3.41,6.85,18.53,211.82,34.6,8.25,0,2,12.54,115.24,4246.6,26.15,87.52,0.8,2,1,1,2,30,3,0,0,0
2,1,33.04,5.73,30.41,93.44,44.87,6.49,3,1,39.21,148.54,3136.84,12.05,88.13,0.78,1,0,1,0,20,1,2,0,0
1,1,30.2,7.02,22.76,66.39,41.95,5.04,3,2,32.01,110.53,2795.38,16.36,70.76,0.65,0,0,1,0,20,3,2,0,0
3,3,36.74,7.04,13.86,89.27,41.12,6.78,3,1,29.85,132.41,5673.23,24.44,87.89,0.45,3,0,1,0,10,0,0,0,2
1,0,40.57,6.07,19.51,215.41,73.83,5.75,3,0,41.91,132.13,2226.77,29.47,83.97,0.8,2,0,1,0,10,3,0,0,0
4,2,46.87,5.79,31.32,260.73,38.23,7.6,0,2,45.03,118.07,4094.83,31.48,88.19,0.45,0,0,1,1,10,1,2,0,0
1,2,38.6,5.73,22.04,217.45,68.54,9.29,3,2,19.27,113.23,5828.58,17.42,84.66,0.73,1,1,1,0,10,1,2,0,2
4,1,12.83,6.7,20.44,178.47,86.06,6.5,3,2,13.13,106.56,4012.06,17.75,78.59,0.42,2,1,1,2,30,2,2,0,0
2,1,28.45,6.12,22.2,139.92,51.25,7.46,3,1,44.01,99.16,4687.88,16.01,83.0,0.86,1,1,1,2,20,3,2,0,2
4,4,21.56,6.35,25.27,91.99,40.57,7.29,1,0,32.28,143.0,5498.84,14.07,74.33,0.48,2,1,1,2,20,2,2,0,2
4,0,21.55,6.58,27.51,300.45,65.17,5.75,0,0,14.16,133.92,5315.49,27.28,74.76,0.48,2,1,1,2,20,2,2,0,0
0,1,15.55,6.15,28.76,290.54,74.77,6.03,2,1,30.72,116.14,4836.08,30.04,83.05,0.77,2,1,1,2,30,3,2,0,2
3,0,6.97,6.98,29.77,216.8,95.45,9.66,3,0,45.84,112.38,5254.76,33.34,75.47,0.62,3,1,1,2,30,0,2,0,0
1,4,32.93,5.98,24.81,158.96,56.88,8.45,3,1,38.31,112.44,3730.16,26.65,87.29,0.55,3,1,1,0,20,1,2,0,0
4,3,17.43,6.51,17.89,192.16,82.02,8.41,2,1,13.94,95.37,3307.93,25.56,87.42,0.8,3,1,1,2,30,0,0,0,0
4,4,12.83,7.38,24.9,43.44,73.84,6.31,0,2,17.14,134.43,5696.99,17.65,74.57,0.53,1,1,1,2,30,3,2,0,2
4,2,38.29,6.73,15.18,132.0,81.53,6.84,1,2,49.98,109.95,2331.81,26.28,75.33,0.38,3,0,1,0,10,0,0,0,0
0,0,22.99,7.46,22.9,140.97,59.62,5.98,0,1,42.94,120.36,3980.29,27.14,79.85,0.72,2,1,1,2,20,3,2,0,0
4,1,11.36,6.85,20.86,128.07,53.44,8.06,1,0,27.46,94.2,5838.96,12.45,89.57,0.68,2,1,1,2,30,3,2,0,2
3,3,22.24,5.63,27.74,266.57,50.89,10.41,1,0,48.43,152.56,4569.59,17.34,89.08,0.6,2,1,1,2,20,1,2,0,0
3,1,25.12,6.61,19.07,140.11,78.84,2.29,1,2,49.6,131.65,5965.02,19.77,79.54,0.62,2,1,1,2,20,3,0,0,2
1,3,6.51,6.66,24.83,274.21,85.13,6.03,2,0,39.11,139.76,4000.39,23.96,78.04,0.65,2,1,1,2,30,3,2,0,0
4,1,19.27,6.97,34.97,286.73,55.97,9.4,0,2,6.25,101.68,4447.67,15.89,74.77,0.77,2,1,2,2,30,3,1,0,2
4,1,27.67,6.66,33.17,265.34,79.16,6.39,1,0,20.96,82.1,3963.07,22.27,80.65,0.45,3,0,2,2,20,0,2,0,0
1,3,20.24,6.48,22.54,299.38,48.41,6.49,3,2,21.79,104.87,5724.09,16.49,88.94,0.73,1,1,1,2,20,3,2,0,2
4,4,15.78,7.59,19.02,124.45,52.64,6.27,3,0,31.84,124.07,3719.43,17.56,85.89,0.37,2,1,1,2,30,2,0,0,0
4,3,38.64,5.24,24.06,218.71,71.22,9.77,0,0,3.49,137.66,1992.91,27.52,84.87,0.54,0,0,1,0,10,1,2,0,0
1,1,5.09,5.79,14.84,187.59,40.95,7.58,1,1,18.59,133.51,2865.3,11.34,73.12,0.75,1,1,1,2,30,1,0,0,0
2,0,16.79,7.52,24.83,228.69,48.7,6.19,3,2,16.63,106.92,5039.05,32.92,89.01,0.37,1,1,1,2,30,2,2,0,0
2,4,21.62,5.92,21.74,270.85,52.57,5.36,1,2,30.33,134.23,2152.62,29.9,73.69,0.79,0,1,1,2,20,1,2,0,0
3,4,23.78,6.55,21.18,62.61,54.97,5.1,3,0,24.15,121.92,3324.91,10.54,78.68,0.49,0,1,1,2,20,2,2,0,0
0,0,14.04,7.26,29.77,116.57,64.23,7.99,3,0,25.57,150.2,5780.71,28.7,72.74,0.4,1,1,1,2,30,2,2,0,0
3,0,22.19,6.97,15.78,150.4,70.24,8.21,0,0,28.33,144.87,5563.73,33.94,76.79,0.36,0,1,1,2,20,2,0,0,0
3,4,14.16,6.49,25.38,169.22,72.47,8.53,0,2,24.14,150.58,2459.8,14.76,79.03,0.49,2,1,1,2,30,2,2,0,0
3,3,49.82,6.1,25.56,289.22,68.47,8.55,1,0,51.76,110.75,2941.67,27.06,86.59,0.5,0,1,1,1,10,3,2,0,0
2,1,31.94,6.38,17.08,204.6,54.06,2.54,3,1,5.21,112.08,3350.18,27.67,85.67,0.36,3,1,1,0,20,0,0,0,0
0,0,20.05,6.11,33.62,277.18,52.57,7.16,3,1,25.23,101.46,4871.8,16.66,81.71,0.9,3,1,2,2,20,0,2,0,2
3,1,32.98,7.19,22.44,117.4,67.04,5.74,2,2,12.51,129.69,5671.66,27.65,89.02,0.34,1,0,1,0,20,2,2,0,2
4,1,16.75,7.69,37.0,287.67,54.63,9.02,0,2,9.43,107.87,4621.01,15.69,74.5,0.8,2,1,2,2,30,3,1,0,2
4,0,26.49,7.06,25.91,132.73,47.55,6.22,0,2,25.12,128.1,5386.03,25.49,80.32,0.58,0,0,1,2,20,3,2,0,2
2,2,0.47,6.38,21.38,200.4,50.62,8.38,2,2,9.43,88.94,2600.92,23.25,85.64,0.65,1,1,1,2,30,3,2,0,0
1,0,20.19,5.87,19.17,258.01,80.52,4.79,2,2,42.18,111.24,3147.6,34.28,75.88,0.36,1,1,1,2,20,1,0,0,0
4,4,37.97,6.75,28.28,144.59,61.37,5.87,2,2,16.92,119.44,4851.73,17.8,78.87,0.48,1,0,1,0,10,2,2,0,2
0,4,35.58,6.88,26.31,289.21,59.22,7.22,0,1,44.74,131.75,3600.57,11.24,70.74,0.92,0,0,1,0,10,3,2,0,2
0,0,42.04,7.45,27.86,301.73,71.36,8.45,3,0,35.61,142.68,2027.55,13.04,70.52,0.71,1,0,1,0,10,3,2,0,0
1,2,9.21,7.59,19.74,177.95,79.91,5.03,1,0,29.05,86.53,5210.74,17.01,89.23,0.74,3,1,1,2,30,0,0,0,2
4,3,16.65,6.77,30.44,288.96,79.43,4.98,0,2,52.39,126.79,2400.92,11.93,71.52,0.56,0,1,1,2,30,3,2,0,0
0,1,49.14,6.02,32.15,68.84,81.06,4.96,1,1,31.02,135.39,2537.92,30.14,86.24,0.68,2,0,2,1,10,3,2,0,0
3,4,42.79,6.6,18.86,190.01,61.03,5.74,3,2,24.63,125.48,3006.97,15.61,83.82,0.9,0,0,1,0,10,3,0,0,2
3,3,29.74,6.2,21.15,209.41,59.99,7.78,3,0,21.47,114.06,2775.97,15.72,76.89,0.44,0,0,1,2,20,2,2,0,0
1,2,30.85,7.35,30.53,141.65,61.72,7.09,1,2,39.3,115.37,2890.84,19.07,78.26,0.5,1,1,1,0,20,3,2,0,0
4,1,47.68,6.88,23.58,70.01,77.68,7.98,3,0,35.97,110.75,5412.05,12.2,73.55,0.39,0,0,1,1,10,2,2,0,2
1,0,14.54,6.32,21.82,279.29,88.98,7.86,2,1,11.27,101.32,2846.27,31.51,74.35,0.46,1,1,1,2,30,2,2,0,0
4,0,1.95,5.77,15.54,133.68,56.65,4.29,1,1,42.58,123.57,2706.68,27.65,77.66,0.52,2,1,1,2,30,1,0,0,0
2,2,9.96,7.47,22.77,209.66,65.22,7.4,1,2,12.39,151.04,4475.2,12.16,87.14,0.75,0,1,1,2,30,3,2,0,0
0,1,31.76,6.82,15.79,247.5,48.19,8.24,3,1,17.56,109.94,4157.6,19.35,85.17,0.42,3,1,1,0,20,0,0,0,0
1,2,42.61,6.87,27.13,73.76,78.61,4.61,2,2,36.78,123.83,4478.3,25.98,88.57,0.51,3,0,1,0,10,0,2,0,2
0,0,42.9,6.74,28.75,208.91,77.08,9.56,3,2,14.86,95.48,2365.89,28.33,88.88,0.74,0,0,1,0,10,3,2,0,0
3,0,39.87,5.65,28.24,136.48,78.21,10.06,2,1,37.57,96.66,3785.38,16.38,87.77,0.77,2,0,1,0,10,1,2,0,2
2,3,28.33,6.25,27.22,156.06,53.69,5.27,0,0,39.32,136.51,5248.24,16.64,83.59,0.63,0,1,1,2,20,3,2,0,2
3,4,19.52,7.11,26.77,161.07,48.46,7.48,3,1,40.28,123.1,5927.92,16.63,86.62,0.85,3,1,1,2,30,0,2,0,2
0,3,46.25,6.19,25.62,72.88,79.48,8.61,2,0,2.0,135.19,5610.28,16.19,85.99,0.36,0,0,1,1,10,2,2,0,2
4,0,30.31,7.22,24.11,144.69,47.22,7.54,0,2,17.35,125.72,5360.71,25.6,80.13,0.61,0,0,1,0,20,3,2,0,2
1,0,26.77,5.69,19.82,267.71,88.08,5.56,2,2,38.62,106.25,3061.4,33.91,75.78,0.43,1,1,1,2,20,1,0,0,0
3,4,13.38,7.48,23.81,209.35,73.16,7.55,2,0,30.25,134.9,5336.52,19.69,88.75,0.65,0,1,1,2,30,3,2,0,2
0,4,13.26,5.51,32.5,153.4,79.84,5.27,1,0,45.96,135.4,4645.1,21.6,73.6,0.4,3,1,2,2,30,1,2,0,0
3,1,13.56,7.75,20.1,260.49,72.63,5.0,0,2,13.13,111.23,2547.86,31.74,85.58,0.53,0,1,1,2,30,3,2,0,0
2,1,30.33,6.26,18.8,64.32,49.28,10.84,3,2,32.36,145.18,4442.31,21.48,79.44,0.6,0,1,1,0,20,3,0,0,0
3,1,4.2,5.8,23.46,291.76,72.58,7.75,0,2,30.36,94.36,5391.93,23.19,73.71,0.81,1,1,1,2,30,1,2,0,2
1,2,22.13,6.36,11.38,202.88,46.53,10.86,1,1,41.41,146.98,3690.97,21.32,70.01,0.58,2,1,1,2,20,3,0,0,0
0,4,15.21,6.7,31.22,227.05,50.92,8.39,3,1,37.83,143.68,3560.17,34.27,85.65,0.37,2,1,1,2,30,2,2,0,0
3,3,14.62,5.43,25.5,118.15,48.86,7.43,2,0,18.25,87.38,2443.89,17.76,84.23,0.74,1,1,1,2,30,1,2,0,0
1,3,16.53,7.27,31.77,285.11,72.4,6.7,1,1,8.04,103.17,5047.1,14.9,80.71,0.88,2,1,1,2,30,3,2,0,2
4,3,40.73,5.59,26.12,218.71,66.85,4.59,0,0,4.35,137.3,2049.55,27.44,84.45,0.5,0,0,1,0,10,1,2,0,0
0,0,13.18,5.98,16.82,190.84,45.83,5.8,2,0,38.21,112.23,2362.06,30.21,83.83,0.93,3,1,1,2,30,1,0,0,0
0,2,36.54,6.01,16.77,108.67,51.74,7.03,3,2,6.89,104.79,6166.19,27.26,79.46,0.51,0,1,1,0,10,3,0,0,2
4,0,18.75,7.07,31.16,83.62,57.04,5.44,3,2,27.24,135.75,3226.53,25.7,89.08,0.33,2,1,1,2,30,2,2,0,0
1,0,15.88,6.32,20.35,192.91,50.84,8.67,3,1,10.03,120.73,4736.1,26.81,87.65,0.38,1,1,1,2,30,2,2,0,0
2,3,14.6,6.49,29.05,50.33,42.85,10.98,0,2,9.33,138.38,4205.49,33.49,79.66,0.5,3,1,1,2,30,0,2,0,0
4,4,15.86,6.26,18.87,285.14,72.97,9.73,2,1,27.88,111.36,3239.07,11.62,78.56,0.54,3,1,1,2,30,0,0,0,0
0,2,39.28,6.61,33.7,54.55,78.71,6.68,1,1,11.12,134.72,4331.03,30.48,76.25,0.5,1,0,2,0,10,3,2,0,0
3,3,21.34,5.82,25.19,261.12,50.57,10.1,1,0,46.54,148.83,4670.64,17.33,88.43,0.57,2,1,1,2,20,1,2,0,0
1,1,37.17,6.19,25.36,180.25,41.8,6.13,0,1,32.81,99.01,2680.28,27.72,82.37,0.9,0,0,1,0,10,3,2,0,0
2,0,22.54,5.72,28.13,277.0,60.09,6.13,3,1,28.69,134.06,2746.8,31.42,70.98,0.69,2,1,1,2,20,1,2,0,0
1,3,38.34,6.51,28.27,299.57,76.29,6.97,3,1,48.58,97.64,2469.59,15.17,83.92,0.4,3,1,1,0,10,0,2,0,0
1,3,15.48,6.85,16.19,119.03,58.62,8.5,1,0,23.25,120.5,3894.25,33.92,84.49,0.58,2,1,1,2,30,3,0,0,0
0,3,32.07,7.15,34.91,250.66,38.78,3.14,1,2,5.15,116.46,3957.58,28.08,85.09,0.6,3,0,2,0,20,0,1,0,0
0,0,11.89,6.45,31.7,245.96,63.62,4.77,1,2,33.79,120.78,3708.13,17.63,80.98,0.38,0,1,1,2,30,2,2,0,0
4,4,35.58,6.04,14.88,144.71,57.52,8.42,2,2,22.33,121.99,3573.33,17.33,75.67,0.41,2,0,1,0,10,2,0,0,0
2,3,26.03,6.41,13.48,260.9,41.87,6.81,3,2,4.24,98.27,3805.45,18.63,75.62,0.87,3,0,1,2,20,0,0,0,2
1,2,24.2,5.88,17.63,224.32,75.48,9.03,3,2,25.11,104.84,6015.71,16.88,84.92,0.58,1,1,1,2,20,1,0,0,2
4,0,36.93,6.89,36.74,204.0,46.51,7.86,1,0,27.05,109.36,4000.83,11.86,72.65,0.65,1,1,2,0,10,3,1,0,2
0,3,22.76,5.21,30.05,269.93,67.52,7.46,2,0,28.0,119.33,5046.01,21.49,76.33,0.43,1,1,1,2,20,1,2,0,0
4,1,36.97,5.31,35.25,225.42,76.97,5.05,2,2,39.91,118.9,5226.71,11.89,88.82,0.66,3,0,2,0,10,1,1,0,2
3,3,50.79,7.19,20.99,66.36,64.97,7.51,0,2,31.06,112.67,3642.3,21.43,76.28,0.55,3,0,1,1,5,0,2,0,0
4,0,42.54,6.95,31.75,185.53,50.19,7.62,1,0,26.29,114.31,4212.57,11.96,72.55,0.56,1,1,1,0,10,3,2,0,2
0,4,15.84,6.42,26.03,231.21,57.42,3.28,0,0,26.43,120.67,4017.32,15.97,79.58,0.37,1,1,1,2,30,2,2,0,0
3,4,14.42,6.5,30.53,172.16,82.06,9.37,1,0,26.99,98.74,3538.11,34.76,72.37,0.92,1,1,1,2,30,3,2,0,0
2,1,12.8,6.36,24.42,45.13,79.58,5.32,2,2,16.08,148.21,4606.49,31.53,72.52,0.4,2,1,1,2,30,2,2,0,0
